
WLA DX: 6809 mnemonics listed in opcode order.

If you notice any errors or something is missing, please
open an issue @ https://github.com/vhelin/wla-dx


x = 8bit
? = 16bit
s = 5bit signed ([-16, +15])



$00 "NEG x"
$EBC0 "ADDB,U+"
$EBC1 "ADDB,U++"
$EBC2 "ADDB,-U"
$EBC3 "ADDB,--U"
$EBC4 "ADDB,U"
$EBC5 "ADDB B,U"
$EBC6 "ADDB A,U"
$EBC8 "ADDB x,U"
$EBC9 "ADDB ?,U"
$EBCB "ADDB D,U"
$EBD1 "ADDB (,U++)"
$EBD3 "ADDB (,--U)"
$EBD4 "ADDB (,U)"
$EBD5 "ADDB (B,U)"
$EBD6 "ADDB (A,U)"
$EBD8 "ADDB (x,U)"
$EBD9 "ADDB (?,U)"
$EBDB "ADDB (D,U)"
$EBE0 "ADDB,S+"
$EBE1 "ADDB,S++"
$EBE2 "ADDB,-S"
$EBE3 "ADDB,--S"
$EBE4 "ADDB,S"
$EBE5 "ADDB B,S"
$EBE6 "ADDB A,S"
$EBE8 "ADDB x,S"
$EBE9 "ADDB ?,S"
$EBEB "ADDB D,S"
$EBF1 "ADDB (,S++)"
$EBF3 "ADDB (,--S)"
$EBF4 "ADDB (,S)"
$EBF5 "ADDB (B,S)"
$EBF6 "ADDB (A,S)"
$EBF8 "ADDB (x,S)"
$EBF9 "ADDB (?,S)"
$EBFB "ADDB (D,S)"
$EC00 "LDD s,X"
$EC20 "LDD s,Y"
$EC40 "LDD s,U"
$EC60 "LDD s,S"
$EC80 "LDD,X+"
$EC81 "LDD,X++"
$EC82 "LDD,-X"
$EC83 "LDD,--X"
$EC84 "LDD,X"
$EC85 "LDD B,X"
$EC86 "LDD A,X"
$EC88 "LDD x,X"
$EC89 "LDD ?,X"
$EC8B "LDD D,X"
$EC8C "LDD x,PCR"
$EC8D "LDD ?,PCR"
$EC91 "LDD (,X++)"
$EC93 "LDD (,--X)"
$EC94 "LDD (,X)"
$EC95 "LDD (B,X)"
$EC96 "LDD (A,X)"
$EC98 "LDD (x,X)"
$EC99 "LDD (?,X)"
$EC9B "LDD (D,X)"
$EC9C "LDD (x,PCR)"
$EC9D "LDD (?,PCR)"
$EC9F "LDD (?)"
$ECA0 "LDD,Y+"
$ECA1 "LDD,Y++"
$ECA2 "LDD,-Y"
$ECA3 "LDD,--Y"
$ECA4 "LDD,Y"
$ECA5 "LDD B,Y"
$ECA6 "LDD A,Y"
$ECA8 "LDD x,Y"
$ECA9 "LDD ?,Y"
$ECAB "LDD D,Y"
$ECB1 "LDD (,Y++)"
$ECB3 "LDD (,--Y)"
$ECB4 "LDD (,Y)"
$ECB5 "LDD (B,Y)"
$ECB6 "LDD (A,Y)"
$ECB8 "LDD (x,Y)"
$ECB9 "LDD (?,Y)"
$ECBB "LDD (D,Y)"
$ECC0 "LDD,U+"
$ECC1 "LDD,U++"
$ECC2 "LDD,-U"
$ECC3 "LDD,--U"
$ECC4 "LDD,U"
$ECC5 "LDD B,U"
$ECC6 "LDD A,U"
$ECC8 "LDD x,U"
$ECC9 "LDD ?,U"
$ECCB "LDD D,U"
$ECD1 "LDD (,U++)"
$ECD3 "LDD (,--U)"
$ECD4 "LDD (,U)"
$ECD5 "LDD (B,U)"
$ECD6 "LDD (A,U)"
$ECD8 "LDD (x,U)"
$ECD9 "LDD (?,U)"
$ECDB "LDD (D,U)"
$ECE0 "LDD,S+"
$ECE1 "LDD,S++"
$ECE2 "LDD,-S"
$ECE3 "LDD,--S"
$ECE4 "LDD,S"
$ECE5 "LDD B,S"
$ECE6 "LDD A,S"
$ECE8 "LDD x,S"
$ECE9 "LDD ?,S"
$ECEB "LDD D,S"
$ECF1 "LDD (,S++)"
$ECF3 "LDD (,--S)"
$ECF4 "LDD (,S)"
$ECF5 "LDD (B,S)"
$ECF6 "LDD (A,S)"
$ECF8 "LDD (x,S)"
$ECF9 "LDD (?,S)"
$ECFB "LDD (D,S)"
$ED00 "STD s,X"
$ED20 "STD s,Y"
$ED40 "STD s,U"
$ED60 "STD s,S"
$ED80 "STD,X+"
$ED81 "STD,X++"
$ED82 "STD,-X"
$ED83 "STD,--X"
$ED84 "STD,X"
$ED85 "STD B,X"
$ED86 "STD A,X"
$ED88 "STD x,X"
$ED89 "STD ?,X"
$ED8B "STD D,X"
$ED8C "STD x,PCR"
$ED8D "STD ?,PCR"
$ED91 "STD (,X++)"
$ED93 "STD (,--X)"
$ED94 "STD (,X)"
$ED95 "STD (B,X)"
$ED96 "STD (A,X)"
$ED98 "STD (x,X)"
$ED99 "STD (?,X)"
$ED9B "STD (D,X)"
$ED9C "STD (x,PCR)"
$ED9D "STD (?,PCR)"
$ED9F "STD (?)"
$EDA0 "STD,Y+"
$EDA1 "STD,Y++"
$EDA2 "STD,-Y"
$EDA3 "STD,--Y"
$EDA4 "STD,Y"
$EDA5 "STD B,Y"
$EDA6 "STD A,Y"
$EDA8 "STD x,Y"
$EDA9 "STD ?,Y"
$EDAB "STD D,Y"
$EDB1 "STD (,Y++)"
$EDB3 "STD (,--Y)"
$EDB4 "STD (,Y)"
$EDB5 "STD (B,Y)"
$EDB6 "STD (A,Y)"
$EDB8 "STD (x,Y)"
$EDB9 "STD (?,Y)"
$EDBB "STD (D,Y)"
$EDC0 "STD,U+"
$EDC1 "STD,U++"
$EDC2 "STD,-U"
$EDC3 "STD,--U"
$EDC4 "STD,U"
$EDC5 "STD B,U"
$EDC6 "STD A,U"
$EDC8 "STD x,U"
$EDC9 "STD ?,U"
$EDCB "STD D,U"
$EDD1 "STD (,U++)"
$EDD3 "STD (,--U)"
$EDD4 "STD (,U)"
$EDD5 "STD (B,U)"
$EDD6 "STD (A,U)"
$EDD8 "STD (x,U)"
$EDD9 "STD (?,U)"
$EDDB "STD (D,U)"
$EDE0 "STD,S+"
$EDE1 "STD,S++"
$EDE2 "STD,-S"
$EDE3 "STD,--S"
$EDE4 "STD,S"
$EDE5 "STD B,S"
$EDE6 "STD A,S"
$EDE8 "STD x,S"
$EDE9 "STD ?,S"
$EDEB "STD D,S"
$EDF1 "STD (,S++)"
$EDF3 "STD (,--S)"
$EDF4 "STD (,S)"
$EDF5 "STD (B,S)"
$EDF6 "STD (A,S)"
$EDF8 "STD (x,S)"
$EDF9 "STD (?,S)"
$EDFB "STD (D,S)"
$EE00 "LDU s,X"
$EE20 "LDU s,Y"
$EE40 "LDU s,U"
$EE60 "LDU s,S"
$EE80 "LDU,X+"
$EE81 "LDU,X++"
$EE82 "LDU,-X"
$EE83 "LDU,--X"
$EE84 "LDU,X"
$EE85 "LDU B,X"
$EE86 "LDU A,X"
$EE88 "LDU x,X"
$EE89 "LDU ?,X"
$EE8B "LDU D,X"
$EE8C "LDU x,PCR"
$EE8D "LDU ?,PCR"
$EE91 "LDU (,X++)"
$EE93 "LDU (,--X)"
$EE94 "LDU (,X)"
$EE95 "LDU (B,X)"
$EE96 "LDU (A,X)"
$EE98 "LDU (x,X)"
$EE99 "LDU (?,X)"
$EE9B "LDU (D,X)"
$EE9C "LDU (x,PCR)"
$EE9D "LDU (?,PCR)"
$EE9F "LDU (?)"
$EEA0 "LDU,Y+"
$EEA1 "LDU,Y++"
$EEA2 "LDU,-Y"
$EEA3 "LDU,--Y"
$EEA4 "LDU,Y"
$EEA5 "LDU B,Y"
$EEA6 "LDU A,Y"
$EEA8 "LDU x,Y"
$EEA9 "LDU ?,Y"
$EEAB "LDU D,Y"
$EEB1 "LDU (,Y++)"
$EEB3 "LDU (,--Y)"
$EEB4 "LDU (,Y)"
$EEB5 "LDU (B,Y)"
$EEB6 "LDU (A,Y)"
$EEB8 "LDU (x,Y)"
$EEB9 "LDU (?,Y)"
$EEBB "LDU (D,Y)"
$EEC0 "LDU,U+"
$EEC1 "LDU,U++"
$EEC2 "LDU,-U"
$EEC3 "LDU,--U"
$EEC4 "LDU,U"
$EEC5 "LDU B,U"
$EEC6 "LDU A,U"
$EEC8 "LDU x,U"
$EEC9 "LDU ?,U"
$EECB "LDU D,U"
$EED1 "LDU (,U++)"
$EED3 "LDU (,--U)"
$EED4 "LDU (,U)"
$EED5 "LDU (B,U)"
$EED6 "LDU (A,U)"
$EED8 "LDU (x,U)"
$EED9 "LDU (?,U)"
$EEDB "LDU (D,U)"
$EEE0 "LDU,S+"
$EEE1 "LDU,S++"
$EEE2 "LDU,-S"
$EEE3 "LDU,--S"
$EEE4 "LDU,S"
$EEE5 "LDU B,S"
$EEE6 "LDU A,S"
$EEE8 "LDU x,S"
$EEE9 "LDU ?,S"
$EEEB "LDU D,S"
$EEF1 "LDU (,S++)"
$EEF3 "LDU (,--S)"
$EEF4 "LDU (,S)"
$EEF5 "LDU (B,S)"
$EEF6 "LDU (A,S)"
$EEF8 "LDU (x,S)"
$EEF9 "LDU (?,S)"
$EEFB "LDU (D,S)"
$EF00 "STU s,X"
$EF20 "STU s,Y"
$EF40 "STU s,U"
$EF60 "STU s,S"
$EF80 "STU,X+"
$EF81 "STU,X++"
$EF82 "STU,-X"
$EF83 "STU,--X"
$EF84 "STU,X"
$EF85 "STU B,X"
$EF86 "STU A,X"
$EF88 "STU x,X"
$EF89 "STU ?,X"
$EF8B "STU D,X"
$EF8C "STU x,PCR"
$EF8D "STU ?,PCR"
$EF91 "STU (,X++)"
$EF93 "STU (,--X)"
$EF94 "STU (,X)"
$EF95 "STU (B,X)"
$EF96 "STU (A,X)"
$EF98 "STU (x,X)"
$EF99 "STU (?,X)"
$EF9B "STU (D,X)"
$EF9C "STU (x,PCR)"
$EF9D "STU (?,PCR)"
$EF9F "STU (?)"
$EFA0 "STU,Y+"
$EFA1 "STU,Y++"
$EFA2 "STU,-Y"
$EFA3 "STU,--Y"
$EFA4 "STU,Y"
$EFA5 "STU B,Y"
$EFA6 "STU A,Y"
$EFA8 "STU x,Y"
$EFA9 "STU ?,Y"
$EFAB "STU D,Y"
$EFB1 "STU (,Y++)"
$EFB3 "STU (,--Y)"
$EFB4 "STU (,Y)"
$EFB5 "STU (B,Y)"
$EFB6 "STU (A,Y)"
$EFB8 "STU (x,Y)"
$EFB9 "STU (?,Y)"
$EFBB "STU (D,Y)"
$EFC0 "STU,U+"
$EFC1 "STU,U++"
$EFC2 "STU,-U"
$EFC3 "STU,--U"
$EFC4 "STU,U"
$EFC5 "STU B,U"
$EFC6 "STU A,U"
$EFC8 "STU x,U"
$EFC9 "STU ?,U"
$EFCB "STU D,U"
$EFD1 "STU (,U++)"
$EFD3 "STU (,--U)"
$EFD4 "STU (,U)"
$EFD5 "STU (B,U)"
$EFD6 "STU (A,U)"
$EFD8 "STU (x,U)"
$EFD9 "STU (?,U)"
$EFDB "STU (D,U)"
$EFE0 "STU,S+"
$EFE1 "STU,S++"
$EFE2 "STU,-S"
$EFE3 "STU,--S"
$EFE4 "STU,S"
$EFE5 "STU B,S"
$EFE6 "STU A,S"
$EFE8 "STU x,S"
$EFE9 "STU ?,S"
$EFEB "STU D,S"
$EFF1 "STU (,S++)"
$EFF3 "STU (,--S)"
$EFF4 "STU (,S)"
$EFF5 "STU (B,S)"
$EFF6 "STU (A,S)"
$EFF8 "STU (x,S)"
$EFF9 "STU (?,S)"
$EFFB "STU (D,S)"
$F0 "SUBB ?"
$F1 "CMPB ?"
$F2 "SBCB ?"
$F3 "ADDD ?"
$F4 "ANDB ?"
$F5 "BITB ?"
$F6 "LDB ?"
$F7 "STB ?"
$F8 "EORB ?"
$F9 "ADCB ?"
$FA "ORB ?"
$FB "ADDB ?"
$FC "LDD ?"
$FD "STD ?"
$FE "LDU ?"
$FF "STU ?"
